,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
1353,4535,4,30,33315.46,14.81141178,12,1,0,16.08842518,199.990219,2489.519356,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1
4569,501,0,69,48219.15,7.933312,17,0,0,6.1868739999999995,194.9525,1183.6660279999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
4912,20007,1,75,68091.97,9.366617999999999,9,0,0,11.691189999999999,255.1198,1943.3874850000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0
1680,3102,1,35,13870.96,8.792014962,12,1,0,12.95969924,245.145743,1896.1065600000002,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0
2248,1020,2,57,45161.45,13.64856,14,0,1,2.548892,190.127,1236.080387,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1
7406,1927,4,76,77874.21,10.61363,18,1,1,42.52243,172.5104,3754.2961659999996,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1
4711,34313,0,65,9626.88,9.902107,12,2,0,6.027061,204.9797,761.3473324,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0
7973,34781,4,55,56225.75,10.09073,10,1,0,65.40394,132.5127,5868.9253530000005,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
7155,2683,2,68,88340.8,15.744570000000001,12,0,0,54.57315,242.6143,5025.332968,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0
7202,11455,2,48,10878.07,11.41157,16,1,1,54.954409999999996,164.9889,4974.0943689999995,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
1979,1144,0,35,33748.05,14.00503607,13,1,1,14.7212152,169.967067,1576.607681,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
5866,4852,0,54,38613.42,12.62845,7,1,1,55.3519,179.9794,4851.255631,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
4533,3027,0,89,33004.01,3.7193080000000003,11,4,0,7.957264,242.6435,1194.31166,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1
2329,1526,4,40,37475.72,7.098739999999999,11,1,0,4.527648,129.9915,1190.326671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
3135,31474,2,69,17373.47,9.587984,15,0,0,8.718999,255.1417,1318.027865,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0
2386,323,1,44,23066.29,12.205969999999999,12,0,0,2.0964110000000002,114.9728,293.01746069999996,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
5116,20306,3,22,29847.48,6.026286,13,2,0,53.61316,147.5031,4823.771422,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
8362,19747,0,71,48628.18,9.836611999999999,13,1,0,45.221740000000004,204.96099999999998,4032.926983,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
446,0,1,56,65900.37,9.086330232,8,1,2,16.48065356,240.11486800000003,1886.3122859999999,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
7808,4442,0,32,27601.96,4.138782,16,1,0,71.24628,182.4538,6211.505298,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0
5385,14852,1,81,37418.19,5.607595,9,0,0,60.705169999999995,165.0182,5331.216027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0
3314,14334,0,66,16288.42,9.475122,7,1,1,6.908158,242.6143,1064.75404,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
2703,2277,3,65,25491.07,17.44685,7,0,0,13.50244,192.4705,1544.1801990000001,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
8869,18540,3,36,3686.27,14.55875,10,2,1,55.643440000000005,174.9882,5580.901602,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
5743,17484,2,18,33028.82,12.67905,12,0,0,69.76805,162.4653,6599.040223,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
6313,11988,8,44,7956.61,10.56832,14,1,0,41.0181,129.9621,4316.919681,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7357,3708,0,83,33203.62,12.496139999999999,10,1,1,49.53164,184.9647,4275.271246,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
2988,644,1,84,8249.6,8.561303,12,1,0,7.066142,112.4551,576.1637572999999,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6402,3326,2,36,15745.22,11.52469,4,0,0,60.151309999999995,190.127,6024.749674000001,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
5348,22385,5,45,146518.2,3.948867,10,3,1,48.97044,142.4689,4831.131738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
8636,284,0,22,51024.09,9.781356,12,0,1,53.49096,172.4705,5200.58921,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
8875,12864,1,63,27045.06,8.829607000000001,15,0,0,58.56191,207.4811,5351.338272999999,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
4989,3519,1,82,54264.21,11.606910000000001,10,0,0,6.984408999999999,197.6288,1045.005193,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0
1357,7222,0,21,19017.34,12.03501573,10,1,0,9.841085026,197.628838,1495.341126,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1
3535,23526,1,38,79280.36,13.422260000000001,15,1,1,5.886851999999999,172.4441,842.1931689999999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
9092,2230,1,18,69035.22,6.432641,11,2,0,62.832269999999994,137.4684,5594.44205,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
362,2945,1,70,69248.13,13.37036883,19,1,0,10.16660427,137.46838799999998,1061.5879710000002,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
8882,21409,3,60,56175.87,7.87323,10,2,0,55.42799,149.9598,4831.683083,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
4821,1368,0,89,33004.0,6.995566999999999,14,0,0,1.1163049999999999,184.9634,866.6314272,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
5072,12301,3,72,84232.65,11.91924,10,0,0,68.22296,129.9621,6300.3017310000005,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
437,1691,1,26,23028.48,6.007630739,16,0,1,5.505247606,245.174977,1339.709597,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0
1502,520,1,31,25576.73,5.087255805,15,1,0,11.71980152,245.131966,1726.803854,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0
9561,851,2,43,47875.88,13.32245,18,3,0,55.88547,225.132,5703.524705,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0
1775,98660,5,54,77423.32,8.127707725,15,1,0,15.18036042,242.632554,1984.6682879999998,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1
8037,42463,3,82,43826.83,6.627375,10,1,2,69.22859,225.132,6746.802831999999,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0
4646,25503,0,80,12363.22,7.581507000000001,12,2,0,15.61752,245.1283,2335.858768,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
3241,1680,2,49,43121.79,12.06657,14,1,0,13.027619999999999,182.4653,1434.719912,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1
1174,10056,0,34,68738.07,7.595319178,10,3,0,5.679317142,262.610632,1136.60955,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0
3744,8488,3,58,147682.0,6.285394,14,1,1,9.741749,162.4676,1626.3294349999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
8582,28924,3,33,45795.23,5.834137999999999,13,0,0,65.06621,184.9785,5889.0777689999995,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
6581,17783,1,86,14328.24,11.38973,12,0,1,63.21825,107.4806,5359.3197979999995,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
6291,1351,0,32,25575.05,12.40024,12,0,0,68.60055,182.4833,6003.332389,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0
1419,819,2,36,57322.77,16.89111923,10,1,0,8.085917091,192.44043200000002,1088.288955,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
2690,18465,1,42,18944.96,11.64528,14,2,1,6.183692,172.4579,981.2775952,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0
2685,4869,0,55,57944.08,4.652367,12,1,0,4.534721,172.4555,761.9139877,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
5525,22733,4,34,8316.09,15.17632,9,2,0,64.26151999999999,242.6106,6473.341815,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0
4972,63465,8,25,69472.61,8.211382,5,1,2,8.802664,142.4689,1697.797856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
8597,713,2,87,14008.49,9.365159,10,3,0,63.82538,144.9607,5319.79287,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
836,61509,0,56,20070.17,6.486151577999999,11,1,1,15.74763468,142.452604,2044.73861,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
2657,2879,0,20,39603.42,10.196639999999999,12,2,1,6.7064,159.9875,877.2126863,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
116,69,6,24,26282.4,9.807530479,10,1,0,6.311709177999999,137.48359399999998,1353.29384,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
3297,1961,4,50,23753.54,7.064722,10,0,0,3.088732,92.45514,785.2993593,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4664,2939,4,51,11269.01,10.87695,13,0,0,2.284566,130.0064,704.9501482000001,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
8411,17334,1,36,31962.04,11.60075,9,2,1,60.166740000000004,220.1185,5510.855205,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
8168,9357,3,78,12430.83,10.20077,13,0,0,68.79253,162.447,6304.333517,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
1339,13178,5,48,16502.68,9.457948968,13,0,0,2.6619617069999997,160.00128,688.7644008,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0
5155,1120,4,51,9410.18,13.677660000000001,19,2,0,50.182959999999994,127.475,4473.615207,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0
5678,11335,1,56,135516.9,12.02785,10,0,0,68.32614000000001,129.9598,6335.855442,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
9861,1350,6,41,25737.47,9.434311,8,1,0,51.85047,149.9915,4794.939338,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0
6021,1245,0,58,14611.28,12.75929,18,1,0,66.78366,167.4847,6356.486114,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
3837,2123,2,80,45904.79,10.30529,14,1,1,2.1386119999999997,157.4698,292.5858924,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
9850,3096,1,65,23510.78,9.459743,9,1,1,45.85581,232.65200000000002,4479.988829999999,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1
5888,12135,3,29,33280.3,8.904872,12,0,0,62.94906999999999,144.9607,5386.6499189999995,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
5239,160,2,61,70236.87,12.8524,11,0,0,66.08159,235.1417,6457.917933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1
7928,5068,1,47,12116.02,12.60035,5,2,0,43.2029,139.9349,4326.507187,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
9618,126,1,59,40880.45,9.206332000000002,13,1,0,71.28275,147.4564,6417.049134000001,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2723,5931,4,30,23089.13,12.33102,9,0,0,8.962034,159.965,1245.735579,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
5632,11895,1,48,61763.76,8.187755000000001,10,1,0,56.9978,140.0013,5348.99535,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
8360,1148,3,75,49737.57,12.54984,11,0,0,50.94315,162.4676,4946.54616,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
9104,2874,3,28,7215.61,13.683589999999999,7,1,0,52.04568,139.965,5082.897328,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
1959,1940,1,41,84185.38,6.771136717,9,2,1,10.99607752,159.951231,1120.8730050000001,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0
1275,18427,0,76,16762.99,11.54198689,7,1,0,6.818705821,217.48397200000002,955.0181592,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
253,529,3,58,70476.82,3.564651961,9,2,0,4.135827839,159.96558100000001,1066.6325550000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
4385,10232,1,84,42037.97,13.796520000000001,16,0,0,10.03914,124.9935,896.0387666000001,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
7542,188,5,30,71530.36,12.423910000000001,13,0,1,49.613479999999996,149.9621,4608.31316,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
8524,0,2,49,47836.42,8.873567999999999,18,0,0,55.49261,230.1344,5277.646823,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0
5536,9103,2,49,27386.18,11.69753,13,0,0,65.41235,197.5169,5910.47033,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0
6204,873,0,42,18640.62,8.250739,14,2,1,47.67411,127.4958,4088.4744840000003,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
4562,539,1,70,7257.49,19.261110000000002,8,0,0,2.691911,167.4564,347.3046722,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0
6870,12658,2,54,11428.5,13.275129999999999,8,0,0,60.42123,262.6106,5618.040365999999,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1
7776,94,4,32,19360.56,9.936636,16,2,0,42.738240000000005,202.65,4710.736343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
2793,359,3,82,29305.72,11.64795,7,0,0,5.7056379999999995,159.9875,602.0049206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
9795,3431,0,46,12929.43,13.87773,17,0,0,46.05744,172.4555,4193.703815,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
2207,1006,2,35,21302.74,9.867500999999999,17,1,0,11.90634,172.4733,1495.042007,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
5451,34100,9,60,10521.06,5.310665,11,1,0,65.04596,184.967,5948.856328,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
7081,439,3,57,31641.16,8.53421,14,0,0,66.82276,152.4742,6202.942408,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
7670,16249,4,40,32935.41,13.54555,11,0,0,60.89154,210.127,5673.3090409999995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
6193,2123,1,85,33436.08,8.171958,8,1,0,62.390330000000006,202.4433,5349.364775,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
7035,4575,2,86,31528.93,6.725939,16,1,1,56.94051999999999,114.9658,4846.670476,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
9211,8199,1,37,11793.4,13.459270000000002,9,0,0,54.67414,164.9853,5390.477473,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1
5684,12396,3,85,70395.54,6.1871,16,2,0,67.72122,275.1198,6149.65603,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0
3824,0,2,44,38178.91,8.610443,11,2,1,6.1920779999999995,137.4392,780.0022534,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
670,64,4,31,32796.83,13.23925733,19,1,2,5.261502169,162.48269399999998,932.1606254000001,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
4599,1025,3,89,54862.38,6.890953,11,0,0,2.886437,159.9349,486.381294,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
2514,346,2,36,26639.43,8.834633,12,0,0,8.973181,240.1149,1367.5236320000001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1
6345,4825,6,74,48852.05,6.126329,9,1,4,39.93768,172.4579,3796.013665,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
5264,8981,1,40,8947.57,9.048196,14,2,0,60.55602,149.9707,5278.976104,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
8337,74413,1,18,30686.01,7.070032,14,2,0,66.02069,124.9607,6108.607607,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1453,2106,9,30,106608.35,13.29635151,14,0,0,10.46452162,147.47384399999999,1374.793483,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
4258,2688,2,32,56607.8,11.78232,15,3,0,20.52789,115.0021,1945.332394,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2760,4134,6,48,13332.2,8.304309,9,0,1,10.68972,157.4698,1221.300132,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
9375,1748,0,53,18143.7,8.035783,9,1,0,71.56684,232.65200000000002,6595.253777,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1
2772,16882,3,50,15826.38,7.365589,11,1,0,11.16354,169.9741,1326.0831230000001,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
9980,9339,0,43,31178.25,4.2233410000000005,14,3,0,54.056230000000006,172.4705,5260.340951,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
107,1800,2,56,12154.01,14.60903837,11,0,2,13.08671185,172.473314,1436.793746,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0
3821,64,2,27,77124.99,9.069088,11,0,0,9.932122999999999,152.4579,1734.8206,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
1220,5714,0,60,41058.3,9.515742803,11,2,0,8.886360176,172.45674499999998,1340.373707,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1513,105,5,18,72563.64,9.492638901,15,0,1,7.080759052,240.11486800000003,1363.8321130000002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
228,12275,2,80,20566.64,6.915228797,10,1,0,5.071456681,232.63780699999998,1402.20491,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
6750,18914,0,27,70082.37,6.4160699999999995,11,2,0,71.12356,139.9678,6239.882195,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
8309,6524,3,45,63708.34,7.71243,12,1,0,64.46474,150.0208,5712.7210509999995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
8064,63,0,26,22514.47,8.590631,15,2,0,40.82315,197.6288,4017.55183,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
9921,18621,1,29,109058.0,6.085724,12,2,0,65.21231,107.48200000000001,5931.595281,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
2814,4350,2,60,32355.4,11.57381,10,0,0,13.03957,150.0208,1501.3754800000002,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
7312,479,2,65,27669.81,10.29073,12,0,1,68.57417,190.127,6572.766125,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
770,13245,2,72,27581.84,10.58136361,15,2,1,2.279259145,212.64145499999998,1092.959251,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1
8704,14025,3,42,53102.99,14.437429999999999,9,1,1,62.90882,245.1457,5980.394774,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
7177,17909,2,28,11576.34,11.18246,15,0,0,56.87027,220.1323,5331.531612,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
5103,5557,2,30,26634.93,11.30136,10,1,0,58.51566,184.967,5296.643482,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0
2119,26656,4,67,40978.57,8.762474000000001,14,1,0,14.294139999999999,242.6326,1838.646452,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0
4675,213,0,75,32910.92,8.955689,16,2,0,14.285029999999999,114.9728,1241.590602,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
4137,1264,3,24,28683.49,10.35052,12,0,0,10.05766,144.9607,1151.520457,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
6656,526,4,57,15059.8,13.68702,9,2,0,55.90619,262.6106,5299.821269,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0
2429,6213,1,25,21196.66,9.520453,11,1,1,20.5514,179.9476,2023.901526,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
1960,39694,2,32,15369.78,8.574863899,16,0,1,2.867284438,102.474625,527.3823713,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6570,3034,4,58,47620.86,7.801760000000001,9,1,0,46.23103,179.9476,4194.479859,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
6576,2565,8,24,5881.96,8.421673,8,2,0,63.097,172.4555,5826.009497,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
7474,17766,2,19,13774.14,7.4574679999999995,12,0,1,64.50684,149.9621,5772.353993,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
